"ip","vt_last10_dns_resolutions","vt_url","vt_asn","ipvoid_location","ipvoid_asn_owner","cymon_url","cymon_record_created","vt_count_samples_malicious_communicated_with","ipvoid_url","ipvoid_reverse_dns","vt_count_malicious_urls_hosted_by","vt_count_samples_undetected_communicated_with","cymon_last_updated","ipvoid_asn","vt_count_samples_malicious_embed_this_address","vt_count_samples_undetected_downloaded_from","vt_location","ipvoid_last_time_analysed","vt_count_samples_undetected_embed_this_address","cymon_blacklists____001","cymon_blacklists____002","cymon_blacklists____003","cymon_blacklists____004","cymon_blacklists____005","cymon_blacklists____006","cymon_blacklists____007","cymon_blacklists____008","cymon_blacklists____009","cymon_blacklists____010","cymon_blacklists____011","cymon_blacklists____012","cymon_blacklists____013","cymon_blacklists____014","cymon_blacklists","ipvoid_blacklists","vt_count_samples_malicious_downloaded_from","vt_asn_owner"
"178.162.170.66","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"95.163.66.197","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"173.192.229.33","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"173.192.229.35","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"144.76.207.225","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"5.133.179.103","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"66.55.157.205","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"66.55.157.200","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"66.55.157.201","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"91.213.8.224","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"85.114.132.71","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"79.96.238.164","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"64.187.226.179","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"95.168.187.204","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"188.247.232.181","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"188.247.232.185","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"5.133.179.68","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"69.50.239.8","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"195.184.86.70","","","","","","https://cymon.io/223.26.55.97","2016-08-22T07:16:53Z","","","","","","2017-12-20T20:14:58Z","","","","","","","labs.snort.org","urlquery.net","","","","","","","","","","","","","","","",""
"122.224.4.134","","","","","","https://cymon.io/122.224.4.134","2015-09-20T22:52:07Z","","","","","","2015-09-21T18:57:12Z","","","","","","","cleanmx-malware","","","","","","","","","","","","","","","","",""
"222.255.28.16","","","","","","https://cymon.io/122.224.4.134","2015-09-20T22:52:07Z","","","","","","2015-09-21T18:57:12Z","","","","","","","cleanmx-malware","","","","","","","","","","","","","","","","",""
"79.96.120.199","","","","","","https://cymon.io/122.224.4.134","2015-09-20T22:52:07Z","","","","","","2015-09-21T18:57:12Z","","","","","","","cleanmx-malware","","","","","","","","","","","","","","","","",""
"129.121.219.142","","","","","","https://cymon.io/122.224.4.134","2015-09-20T22:52:07Z","","","","","","2015-09-21T18:57:12Z","","","","","","","cleanmx-malware","","","","","","","","","","","","","","","","",""
"92.241.191.175","","","","","","https://cymon.io/122.224.4.134","2015-09-20T22:52:07Z","","","","","","2015-09-21T18:57:12Z","","","","","","","cleanmx-malware","","","","","","","","","","","","","","","","",""
"5.133.179.82","","","","","","https://cymon.io/122.224.4.134","2015-09-20T22:52:07Z","","","","","","2015-09-21T18:57:12Z","","","","","","","cleanmx-malware","","","","","","","","","","","","","","","","",""
"198.7.61.48","","","","","","https://cymon.io/122.224.4.134","2015-09-20T22:52:07Z","","","","","","2015-09-21T18:57:12Z","","","","","","","cleanmx-malware","","","","","","","","","","","","","","","","",""
"198.7.61.47","","","","","","https://cymon.io/122.224.4.134","2015-09-20T22:52:07Z","","","","","","2015-09-21T18:57:12Z","","","","","","","cleanmx-malware","","","","","","","","","","","","","","","","",""
"60.199.114.56","","","","","","https://cymon.io/122.224.4.134","2015-09-20T22:52:07Z","","","","","","2015-09-21T18:57:12Z","","","","","","","cleanmx-malware","","","","","","","","","","","","","","","","",""
"173.233.134.142","","","","","","https://cymon.io/122.224.4.134","2015-09-20T22:52:07Z","","","","","","2015-09-21T18:57:12Z","","","","","","","cleanmx-malware","","","","","","","","","","","","","","","","",""
"208.94.241.16","","","","","","https://cymon.io/122.224.4.134","2015-09-20T22:52:07Z","","","","","","2015-09-21T18:57:12Z","","","","","","","cleanmx-malware","","","","","","","","","","","","","","","","",""
"82.165.196.30","","","","","","https://cymon.io/122.224.4.134","2015-09-20T22:52:07Z","","","","","","2015-09-21T18:57:12Z","","","","","","","cleanmx-malware","","","","","","","","","","","","","","","","",""
"129.121.34.206","","","","","","https://cymon.io/122.224.4.134","2015-09-20T22:52:07Z","","","","","","2015-09-21T18:57:12Z","","","","","","","cleanmx-malware","","","","","","","","","","","","","","","","",""
"129.121.61.170","","","","","","https://cymon.io/122.224.4.134","2015-09-20T22:52:07Z","","","","","","2015-09-21T18:57:12Z","","","","","","","cleanmx-malware","","","","","","","","","","","","","","","","",""
"93.104.215.155","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"67.196.49.185","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"67.196.49.181","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"95.168.187.180","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"144.76.192.104","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"144.76.192.101","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"144.76.192.100","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"144.76.192.102","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"178.162.157.191","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"178.162.157.190","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"37.157.255.199","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"37.157.255.190","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"178.162.134.183","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"91.228.133.56","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"5.133.179.160","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"188.72.248.219","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"188.72.248.218","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"188.72.248.215","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"188.72.248.214","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"188.72.248.210","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"213.162.209.216","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"65.75.131.166","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"178.162.157.223","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"193.169.245.170","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"37.157.255.200","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"37.157.255.205","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"37.157.255.204","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"216.155.145.108","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"216.155.145.100","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"216.155.145.102","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"216.155.145.103","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"216.155.145.106","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"216.155.145.107","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"129.121.79.112","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"67.209.224.58","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"204.188.235.226","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"199.204.74.78","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"199.204.74.71","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"199.204.74.72","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"199.204.74.73","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"178.162.134.157","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"193.169.245.113","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"193.169.245.112","","","","","","https://cymon.io/93.104.215.155","2015-01-24T23:36:04Z","","","","","","2017-10-16T19:12:53Z","","","","","","","c-sirt.org","malwr.com","b.barracudacentral.org","all.s5h.net","tor.ahbl.org","dnsbl.ahbl.org","openphish.com","virustotal.com","urlquery.net","hphosts-phishing","phishtank","cleanmx-malware","cleanmx-phishing","","","","",""
"193.169.245.110","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
"193.169.245.117","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
"193.169.245.115","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
"176.56.228.251","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
"178.162.167.160","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
"144.76.192.97","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
"46.4.179.134","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
"95.168.187.177","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
"65.75.152.226","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
"91.121.234.33","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
"178.162.137.88","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
"178.162.137.85","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
"178.162.137.80","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
"65.75.143.206","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
"69.64.40.51","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
"91.226.97.21","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
"149.47.133.230","","","","","","https://cymon.io/193.169.245.110","2015-06-11T14:20:50Z","","","","","","2015-06-11T14:20:53Z","","","","","","","bl.spamcannibal.org","tor.ahbl.org","dnsbl.ahbl.org","esentire.com","","","","","","","","","","","","","",""
